BENCH,NR_WAYS,ipc,llcrpki,llcmpki,llcrpkc,llcmpkc,llc_usage_kb,bandwidth_mbps,llcm_bandwidth,stalls_l2_miss,stalls_l3_miss,stalls_total,stalls_store_buf
mcf06,6,0.563556,69.379377,21.257309,39.099177,11.979688,15069.431438,1500.12017,1523.678416,0.49201,0.319072,0.6409,0.024556
mcf06,7,0.575381,69.380688,20.320274,39.920336,11.691902,17319.331104,1497.267788,1487.054584,0.476543,0.280238,0.633287,0.024319
mcf06,8,0.580874,69.355881,19.81692,40.287034,11.511135,19826.622074,1506.002815,1464.022822,0.469651,0.261697,0.630172,0.024422
mcf06,9,0.583994,69.310037,19.517685,40.47662,11.398204,22223.67893,1476.400198,1449.613812,0.465748,0.251531,0.628338,0.024506
milc06,1,0.976579,34.19635,33.61628,33.39544,32.828955,2548.494983,3846.782242,4055.708653,0.580228,0.504124,0.631878,0.016337
milc06,10,0.994018,34.157216,30.549344,33.952885,30.366595,24870.100334,3773.470035,3752.236109,0.572896,0.496315,0.624673,0.01699
milc06,11,1.002053,34.199987,30.356883,34.270216,30.41922,26399.732441,3862.415886,3757.886036,0.571443,0.494116,0.621931,0.017044
milc06,2,0.978982,34.11764,33.130922,33.400551,32.434571,5164.949833,4080.462945,4007.572855,0.580896,0.505457,0.631094,0.016359
milc06,3,0.983832,34.135214,32.746129,33.583301,32.216675,7579.93311,4115.563595,3980.445888,0.578047,0.502123,0.628814,0.016435
milc06,4,0.982285,34.142923,32.422341,33.538076,31.847975,10069.297659,4002.764046,3935.117406,0.578807,0.502989,0.62964,0.016576
milc06,5,0.985657,34.152317,32.105868,33.662475,31.645378,12599.866221,3990.837888,3909.598214,0.576409,0.500339,0.628214,0.016708
milc06,6,0.980476,34.185783,31.775387,33.518355,31.155019,15171.638796,3907.129866,3850.631361,0.577968,0.501826,0.629859,0.016611
milc06,7,0.99529,34.151213,31.474037,33.990355,31.325789,17627.023411,3975.983292,3869.763213,0.572724,0.496002,0.624139,0.016891
milc06,8,0.997397,34.241274,31.247939,34.15213,31.166589,20132.976589,3922.207709,3850.482979,0.571763,0.494805,0.623127,0.015995
milc06,9,0.994559,34.154303,30.788798,33.968473,30.621279,22326.688963,3848.883175,3783.332886,0.573402,0.496618,0.624697,0.017087
namd06,1,2.107863,0.15699,0.104678,0.330913,0.220648,2347.023411,27.025843,28.149692,0.000985,0.000885,0.111529,0.00032
namd06,10,2.111183,0.157939,0.016471,0.333438,0.034774,18819.264214,6.076744,4.436605,0.000176,6.6E-05,0.110498,0.000306
namd06,11,2.111165,0.15893,0.016089,0.335527,0.033967,19606.153846,6.641695,4.333695,0.000176,6.6E-05,0.110545,0.000306
namd06,2,2.110182,0.157909,0.080349,0.333217,0.169551,4983.277592,22.349647,21.631624,0.000707,0.000609,0.110935,0.000314
namd06,3,2.109074,0.158649,0.063868,0.334603,0.134702,7072.374582,22.197433,17.185612,0.000585,0.000481,0.111112,0.000309
namd06,4,2.110604,0.158316,0.050863,0.334143,0.107351,9254.314381,15.937967,13.696069,0.000469,0.000366,0.110722,0.000306
namd06,5,2.11089,0.158159,0.040352,0.333856,0.08518,11503.946488,13.429073,10.867411,0.000382,0.000277,0.110698,0.000306
namd06,6,2.110914,0.157882,0.031442,0.333276,0.066372,14531.638796,8.559371,8.468007,0.000307,0.000202,0.110606,0.000303
namd06,7,2.111786,0.158731,0.026116,0.335207,0.055151,15489.765886,7.234148,7.036289,0.000257,0.000151,0.110463,0.000305
namd06,8,2.111789,0.158618,0.020804,0.334969,0.043935,17576.722408,7.44643,5.605346,0.000223,0.000115,0.110421,0.000307
namd06,9,2.110852,0.158293,0.018197,0.334134,0.038412,18054.58194,5.856747,4.900711,0.000198,8.9E-05,0.110558,0.000306
omnetpp06,1,0.612649,33.385249,24.446396,20.453425,14.977049,2409.09699,1850.336655,1908.924116,0.558706,0.492429,0.6548,0.037861
omnetpp06,10,0.972013,33.016375,6.070497,32.09234,5.900601,24067.692308,667.724565,752.226924,0.348801,0.191855,0.474895,0.02828
omnetpp06,11,1.000246,33.007029,5.168212,33.015165,5.169486,25696.32107,571.98036,659.006027,0.329896,0.165928,0.459686,0.028164
omnetpp06,2,0.671245,33.239933,19.726525,22.312129,13.241325,5187.157191,1656.714275,1688.005894,0.530867,0.446518,0.629109,0.037955
omnetpp06,3,0.718171,33.193251,16.985077,23.838426,12.198188,7766.421405,1643.525619,1555.126411,0.503293,0.402934,0.604811,0.036686
omnetpp06,4,0.752437,33.060963,14.827797,24.876304,11.156989,9741.270903,1228.565221,1422.496397,0.482998,0.374227,0.587036,0.034638
omnetpp06,5,0.791172,33.070703,13.035592,26.164623,10.313399,12292.70903,1225.025958,1314.933225,0.459551,0.342185,0.567213,0.033373
omnetpp06,6,0.82969,33.060426,11.33129,27.429901,9.401457,14617.257525,1048.826866,1198.677839,0.437447,0.312258,0.548108,0.031069
omnetpp06,7,0.868431,32.972737,9.725634,28.634543,8.446041,17184.481605,966.786386,1076.824999,0.413526,0.280394,0.528064,0.029967
omnetpp06,8,0.902045,32.984471,8.413395,29.753473,7.58926,19694.180602,920.656934,967.57491,0.393241,0.252551,0.511377,0.029271
omnetpp06,9,0.937394,32.971599,7.163674,30.907393,6.715187,21824.481605,684.517196,856.107969,0.37046,0.221461,0.492636,0.028258
perlbench06,1,2.365291,1.349265,0.910629,3.191403,2.153901,3138.996656,220.452796,274.18958,0.103777,0.087455,0.225308,0.004226
perlbench06,10,2.594115,1.329592,0.020863,3.449114,0.054121,19372.842809,11.43399,6.891302,0.021664,0.000791,0.155489,0.001881
perlbench06,11,2.593277,1.332056,0.020216,3.45439,0.052426,19230.769231,12.476272,6.675474,0.021699,0.000764,0.155596,0.001829
perlbench06,2,2.445647,1.342585,0.584594,3.28349,1.429711,5024.481605,209.86947,182.042175,0.074924,0.057546,0.20002,0.003436
perlbench06,3,2.506823,1.339033,0.366108,3.356719,0.917768,8477.324415,103.129222,116.84466,0.053619,0.035162,0.181409,0.002865
perlbench06,4,2.552669,1.335988,0.208251,3.410335,0.531595,10152.240803,121.469376,67.687804,0.037975,0.018376,0.168199,0.002296
perlbench06,5,2.578821,1.331084,0.106428,3.432628,0.274458,12086.421405,59.439179,34.945615,0.028729,0.008324,0.15972,0.00209
perlbench06,6,2.589291,1.328382,0.067879,3.439568,0.175758,14214.046823,15.774059,22.379622,0.025188,0.004599,0.156896,0.001932
perlbench06,7,2.595048,1.336862,0.043043,3.46922,0.111699,15155.317726,12.530151,14.222831,0.023435,0.002542,0.155264,0.00191
perlbench06,8,2.596265,1.325816,0.028967,3.442168,0.075206,16575.518395,18.678058,9.576069,0.02229,0.001333,0.154625,0.001909
perlbench06,9,2.598824,1.326659,0.023549,3.447755,0.0612,19212.575251,12.151625,7.79259,0.021953,0.00095,0.153923,0.001865
povray06,1,2.507659,0.012153,0.001797,0.030476,0.004507,1300.602007,0.692936,0.574888,3.7E-05,1.9E-05,0.074834,0.005122
povray06,10,2.508418,0.010311,0.00035,0.025865,0.000878,3625.150502,0.087671,0.112057,1.8E-05,2E-06,0.074071,0.005705
povray06,11,2.507716,0.011304,0.000308,0.028347,0.000774,3189.565217,0.125992,0.098686,1.8E-05,2E-06,0.074459,0.005193
povray06,2,2.502203,0.01014,0.000634,0.025372,0.001586,2040.936455,0.470065,0.202265,1.8E-05,3E-06,0.074192,0.005354
povray06,3,2.502997,0.009354,0.000419,0.023412,0.00105,2793.043478,0.174964,0.133901,1.4E-05,2E-06,0.074229,0.005104
povray06,4,2.506356,0.011228,0.000322,0.028142,0.000807,2812.307692,0.301123,0.102989,2.1E-05,2E-06,0.073775,0.004888
povray06,5,2.510144,0.011202,0.000266,0.02812,0.000669,3416.989967,0.131596,0.08528,2.4E-05,2E-06,0.074538,0.004986
povray06,6,2.512405,0.009719,0.000271,0.024418,0.000681,3278.929766,0.321055,0.086841,1.4E-05,2E-06,0.073855,0.00554
povray06,7,2.499904,0.009812,0.000278,0.024529,0.000695,2979.264214,0.076452,0.0887,1.6E-05,2E-06,0.074517,0.00453
povray06,8,2.505797,0.01083,0.000226,0.027137,0.000567,3020.468227,0.136843,0.072306,1.9E-05,2E-06,0.074324,0.006078
povray06,9,2.50258,0.010958,0.000338,0.027423,0.000847,3294.983278,0.289736,0.108025,1.9E-05,2E-06,0.07455,0.005037
sjeng06,1,1.838708,0.436321,0.364486,0.802267,0.670183,2488.561873,78.009173,85.509059,0.058028,0.051127,0.266912,0.006229
sjeng06,10,1.865638,0.433862,0.244707,0.80943,0.456534,23140.602007,54.440779,58.252042,0.044937,0.037311,0.257064,0.005523
sjeng06,11,1.865559,0.431861,0.238884,0.805662,0.445652,24786.354515,57.953929,56.863436,0.043917,0.036348,0.256175,0.005503
sjeng06,2,1.847454,0.439406,0.336973,0.811783,0.622543,5061.672241,81.321932,79.431725,0.054612,0.04744,0.264206,0.005675
sjeng06,3,1.848022,0.440786,0.322547,0.814583,0.596074,7425.819398,77.123051,76.048065,0.053323,0.045981,0.263321,0.005629
sjeng06,4,1.852817,0.431406,0.308398,0.799317,0.571405,10184.080268,74.196425,72.908882,0.051774,0.044554,0.262016,0.00561
sjeng06,5,1.854941,0.433111,0.295148,0.803395,0.547482,12065.551839,70.623022,69.855687,0.050177,0.042902,0.260877,0.005591
sjeng06,6,1.856216,0.437077,0.283905,0.811308,0.526988,14827.558528,65.331087,67.241689,0.048898,0.041623,0.259916,0.005557
sjeng06,7,1.85958,0.434218,0.272822,0.807463,0.507335,17180.468227,59.525417,64.733824,0.048051,0.040555,0.259449,0.005589
sjeng06,8,1.86059,0.434136,0.261845,0.80775,0.487186,19269.0301,64.100384,62.162567,0.04682,0.039309,0.258486,0.005588
sjeng06,9,1.864233,0.433201,0.251688,0.807587,0.469205,21201.070234,61.80777,59.869598,0.045581,0.038019,0.257444,0.005531
soplex06,1,0.950862,37.637695,27.242325,35.788259,25.903696,2299.665552,2526.041469,3301.063439,0.35082,0.308728,0.501159,0.035085
soplex06,10,1.350893,36.397934,1.256865,49.169707,1.697889,22536.722408,161.851267,216.427592,0.124822,0.019566,0.324389,0.038528
soplex06,11,1.355837,36.373305,1.030959,49.316255,1.397811,24409.632107,180.433564,178.1737,0.122349,0.01578,0.321693,0.038541
soplex06,2,1.028929,37.496819,19.178767,38.581566,19.733591,4779.93311,2417.460411,2514.987476,0.306124,0.253276,0.467112,0.033599
soplex06,3,1.088105,37.405476,14.697001,40.701104,15.991887,7257.792642,1934.690153,2038.059076,0.273474,0.212959,0.441073,0.033092
soplex06,4,1.141771,37.207652,10.755331,42.482625,12.280128,9643.076923,1438.966861,1565.26066,0.239661,0.170642,0.415528,0.033871
soplex06,5,1.197777,37.156219,8.452818,44.504848,10.124587,12069.565217,1304.820401,1290.517134,0.209886,0.13389,0.3922,0.035112
soplex06,6,1.241677,36.937041,6.152985,45.863855,7.640017,14477.056856,992.620566,973.864851,0.183641,0.100331,0.370906,0.035362
soplex06,7,1.281035,36.774535,4.325833,47.109449,5.541542,16725.618729,581.569162,706.344206,0.163289,0.072632,0.355252,0.037307
soplex06,8,1.307032,36.531866,2.904359,47.748304,3.796089,19053.377926,496.083795,483.876508,0.145712,0.048954,0.341715,0.037595
soplex06,9,1.329244,36.490919,2.189057,48.505342,2.909791,21323.344482,431.713507,370.893746,0.137009,0.036271,0.3338,0.037937
sphinx306,1,1.743902,19.500256,14.769698,34.006544,25.756913,2461.80602,2297.095648,3280.691197,0.138379,0.117685,0.214787,0.004696
sphinx306,10,2.016529,19.516923,0.056433,39.356432,0.113798,14207.892977,3.310522,14.508124,0.032167,0.000503,0.100272,0.003232
sphinx306,11,2.003284,19.554358,0.037492,39.172938,0.075107,17315.585284,10.035115,9.575714,0.03258,0.000405,0.104794,0.003414
sphinx306,2,1.81596,19.54324,10.285065,35.489733,18.677262,4712.77592,2408.18654,2380.448931,0.105948,0.083664,0.182344,0.003766
sphinx306,3,1.868969,19.542613,7.019641,36.524542,13.119492,9273.043478,954.574041,1672.226364,0.084456,0.059533,0.159379,0.003606
sphinx306,4,1.919434,19.52076,4.289595,37.468805,8.233592,9006.822742,940.22491,1049.524403,0.065275,0.038407,0.138271,0.003334
sphinx306,5,1.953139,19.534175,2.642134,38.152961,5.160455,11213.110368,434.554154,657.806237,0.053974,0.025539,0.125262,0.003297
sphinx306,6,1.981829,19.519261,1.380657,38.683836,2.736226,13268.494983,630.678892,348.821652,0.043523,0.013674,0.113949,0.003414
sphinx306,7,2.001801,19.539666,0.562934,39.114529,1.126882,13686.421405,91.417456,143.663606,0.036982,0.005734,0.10591,0.003229
sphinx306,8,2.007549,19.540949,0.318406,39.229404,0.639216,14821.672241,90.143871,81.494287,0.034605,0.003215,0.103481,0.003253
sphinx306,9,2.013003,19.498451,0.122017,39.250432,0.245621,17095.384615,8.996078,31.315412,0.03283,0.001295,0.101218,0.003239
tonto06,1,2.893984,0.23845,0.054437,0.690072,0.157539,1525.083612,13.579944,20.093522,0.001282,0.00098,0.082983,0.005654
tonto06,10,2.892407,0.221524,0.000343,0.640738,0.000993,4002.140468,0.214822,0.12662,0.000302,3E-06,0.082269,0.005369
tonto06,11,2.892547,0.224402,0.000405,0.649094,0.001172,5026.622074,0.205351,0.149479,0.000316,2E-06,0.082337,0.005293
tonto06,2,2.896414,0.230605,0.011986,0.667927,0.034716,2865.284281,11.960856,4.428513,0.000506,0.000194,0.082165,0.005415
tonto06,3,2.897516,0.220419,0.001927,0.638669,0.005584,3996.254181,0.585461,0.712319,0.00033,2.4E-05,0.0819,0.005653
tonto06,4,2.899167,0.219667,0.000882,0.636852,0.002556,3933.645485,0.221656,0.32604,0.000313,7E-06,0.081758,0.00534
tonto06,5,2.885373,0.232276,0.00047,0.670204,0.001358,4152.508361,0.359255,0.173172,0.000317,3E-06,0.083038,0.005351
tonto06,6,2.900698,0.22497,0.000459,0.652569,0.001331,4102.742475,0.272459,0.169767,0.000316,3E-06,0.081732,0.005564
tonto06,7,2.897676,0.225714,0.000395,0.654046,0.001145,4299.665552,0.170902,0.146001,0.000304,3E-06,0.081809,0.005649
tonto06,8,2.897988,0.218118,0.000429,0.632104,0.001245,4484.013378,0.284871,0.158776,0.000299,3E-06,0.081759,0.005612
tonto06,9,2.895536,0.218638,0.000357,0.633074,0.001034,4286.287625,0.186594,0.131938,0.000301,1E-06,0.082151,0.005598
wrf06,1,3.479875,0.345614,0.247638,1.202693,0.861749,2681.204013,118.550505,109.234645,0.001836,0.001727,0.094183,0.001688
wrf06,10,3.482027,0.346583,0.129739,1.206813,0.451756,19796.120401,78.229036,57.285929,0.001196,0.001061,0.093419,0.001699
wrf06,11,3.484205,0.345677,0.126214,1.204408,0.439757,20207.090301,86.307951,55.763663,0.001183,0.001048,0.093278,0.00169
wrf06,2,3.480275,0.345329,0.205357,1.20184,0.714697,4871.705686,118.943868,90.627719,0.001711,0.0016,0.094079,0.001703
wrf06,3,3.481362,0.346228,0.189513,1.205344,0.659763,9256.187291,109.60798,83.662226,0.001625,0.001512,0.093692,0.001711
wrf06,4,3.484516,0.345721,0.178502,1.204671,0.621992,11415.919732,108.410005,78.872824,0.001546,0.001431,0.093114,0.001712
wrf06,5,3.481311,0.346148,0.166636,1.205047,0.580113,12999.331104,101.227602,73.562584,0.001476,0.001358,0.093648,0.001721
wrf06,6,3.481393,0.346515,0.156762,1.206355,0.545749,15138.729097,93.901335,69.205253,0.001413,0.001291,0.093754,0.001704
wrf06,7,3.48209,0.345326,0.147491,1.202457,0.513578,15973.244147,85.039989,65.125964,0.001354,0.001229,0.093665,0.001697
wrf06,8,3.485004,0.34483,0.140607,1.201733,0.490016,16576.053512,89.064276,62.137535,0.001269,0.001142,0.093376,0.001686
wrf06,9,3.48225,0.345245,0.135669,1.202228,0.472433,19353.043478,88.264663,59.908098,0.001282,0.001151,0.093517,0.001686
xalancbmk06,1,0.70708,46.623858,34.924671,32.966787,24.694529,2318.662207,2444.444779,3144.327124,0.604112,0.535793,0.666418,0.000299
xalancbmk06,10,1.357674,46.223082,1.286876,62.755897,1.747158,22755.585284,109.62821,222.346822,0.282305,0.038273,0.383116,0.000309
xalancbmk06,11,1.366049,46.247001,0.965645,63.175676,1.319119,24654.180602,126.710115,167.869702,0.277725,0.029837,0.379197,0.000309
xalancbmk06,2,0.840639,46.356729,24.408576,38.969258,20.518792,4735.518395,2534.438019,2612.380845,0.540171,0.446084,0.609979,0.000283
xalancbmk06,3,0.962104,46.261118,17.259161,44.508019,16.605112,7968.160535,1997.476859,2113.88009,0.479982,0.355663,0.557014,0.000293
xalancbmk06,4,1.065337,46.257774,12.358718,49.280122,13.166201,9841.605351,1385.417703,1675.953562,0.428531,0.275828,0.511972,0.00029
xalancbmk06,5,1.154816,46.249849,8.753692,53.410051,10.108901,12296.722408,1249.632769,1286.690362,0.384448,0.206693,0.47282,0.000308
xalancbmk06,6,1.221094,46.235677,5.987118,56.458104,7.310834,14880.267559,746.684025,930.53626,0.35024,0.152295,0.443163,0.000299
xalancbmk06,7,1.27509,46.264943,4.059947,58.991975,5.176799,16861.003344,533.389722,658.861281,0.322964,0.107365,0.419024,0.000292
xalancbmk06,8,1.311743,46.245167,2.871793,60.661757,3.767053,19248.963211,353.072577,479.412314,0.305299,0.077984,0.403393,0.00033
xalancbmk06,9,1.338904,46.261127,1.906277,61.939189,2.552322,21491.638796,310.045612,324.820303,0.291586,0.054439,0.391225,0.000322
zeusmp06,1,2.445126,5.760841,5.23792,14.085981,12.807373,2520.401338,1367.918919,1629.620036,0.159214,0.151495,0.222642,0.026488
zeusmp06,10,2.52325,5.744226,4.460087,14.494116,11.253912,25058.996656,1640.225879,1432.188126,0.142035,0.133414,0.203259,0.027813
zeusmp06,11,2.532976,5.751888,4.423312,14.569393,11.204141,27046.421405,1740.144865,1425.799582,0.139812,0.131094,0.200873,0.028075
zeusmp06,2,2.470181,5.746075,5.036413,14.193845,12.440853,5140.06689,1450.947671,1583.147414,0.155983,0.148098,0.217697,0.026958
zeusmp06,3,2.477685,5.752378,4.902137,14.252579,12.14595,7643.344482,1401.07606,1545.676533,0.154549,0.146505,0.215975,0.027082
zeusmp06,4,2.481727,5.759408,4.804253,14.293279,11.922844,10208.160535,1834.17014,1517.321035,0.153969,0.1458,0.215414,0.027166
zeusmp06,5,2.484745,5.755488,4.723839,14.300921,11.737536,12780.735786,1779.635883,1493.741239,0.151771,0.143468,0.213484,0.027322
zeusmp06,6,2.504085,5.749758,4.656962,14.397882,11.661427,15252.976589,1802.043807,1484.062209,0.147923,0.139528,0.20905,0.027513
zeusmp06,7,2.508447,5.759404,4.602211,14.447159,11.544401,17706.488294,1050.211382,1469.173383,0.146818,0.13833,0.207823,0.027585
zeusmp06,8,2.509532,5.744206,4.549785,14.41527,11.417832,20395.451505,1340.610146,1453.079418,0.144023,0.135485,0.205214,0.02791
zeusmp06,9,2.513259,5.749198,4.512164,14.44922,11.340234,22628.227425,1338.339916,1443.204206,0.145212,0.136618,0.206787,0.027778
